Product_ID,Product_Name,Year,Month,Quantity_Sold,Unit_Price,Revenue,Brand,timestamp
P02144,Headphones,2000,February,6,1186.05,7116.3,Apple,2000-02-03
P11630,Coffee Maker,2000,February,247,2212.71,546539.37,Panasonic,2000-02-03
P07040,Smart Speaker,2000,February,88,1781.73,156792.24,JBL,2000-02-04
P14996,Vacuum Cleaner,2000,February,26,2248.57,58462.82,Samsung,2000-02-04
P13772,Smart TV,2000,February,210,1925.91,404441.1,Samsung,2000-02-04
P12854,Coffee Maker,2000,February,480,2372.91,1138996.8,Philips,2000-02-05
P11936,Headphones,2000,February,405,183.63,74370.15,Panasonic,2000-02-05
P03674,Smart Speaker,2000,February,120,1817.87,218144.4,Bose,2000-02-05
P11018,Smart TV,2000,February,168,2793.3,469274.4,Panasonic,2000-02-05
P07958,Refrigerator,2000,February,478,2857.73,1365994.94,LG,2000-02-06
P15914,Gaming Console,2000,February,189,810.31,153148.59,Sony,2000-02-06
P09794,Gaming Console,2000,February,37,441.13,16321.81,Microsoft,2000-02-07
P09182,Tablet,2000,February,477,2781.88,1326956.76,Lenovo,2000-02-07
P16526,Soundbar,2000,February,442,1577.33,697179.86,Sony,2000-02-07
P11324,Digital Camera,2000,February,258,2206.65,569315.7,Panasonic,2000-02-08
P00614,Monitor,2000,February,395,2953.84,1166766.8,Acer,2000-02-08
P07346,Soundbar,2000,February,64,1072.3,68627.2,JBL,2000-02-08
P16220,Digital Camera,2000,February,161,437.53,70442.33,Sony,2000-02-08
P10406,Gaming Console,2000,February,239,2953.32,705843.48,Nintendo,2000-02-09
P00002,Gaming Console,2000,February,72,1816.04,130754.88,AMD,2000-02-11
P13160,Headphones,2000,February,349,2393.57,835355.93,Philips,2000-02-11
P02756,Refrigerator,2000,February,456,767.38,349925.28,Beko,2000-02-11
P02450,Tablet,2000,February,238,251.9,59952.2,Apple,2000-02-12
P04592,Laptop,2000,February,150,2570.32,385548.0,Dell,2000-02-12
P05204,Vacuum Cleaner,2000,February,490,664.73,325717.7,Dyson,2000-02-13
P09488,Laptop,2000,February,72,2413.87,173798.64,Microsoft,2000-02-13
P04286,Digital Camera,2000,February,284,1371.59,389531.56,Canon,2000-02-14
P03368,Headphones,2000,February,13,979.11,12728.43,Bose,2000-02-15
P01226,Smartphone,2000,February,329,225.44,74169.76,Apple,2000-02-16
P08570,Smartphone,2000,February,212,2148.94,455575.28,LG,2000-02-16
P03980,Soundbar,2000,February,438,2922.54,1280072.52,Bose,2000-02-16
P06428,Monitor,2000,February,24,203.66,4887.84,HP,2000-02-16
P13466,Smartphone,2000,February,329,2377.02,782039.58,Samsung,2000-02-17
P06734,Headphones,2000,February,288,2592.95,746769.6,JBL,2000-02-17
P10100,Coffee Maker,2000,February,490,2407.75,1179797.5,Nestle,2000-02-18
P07652,Smart TV,2000,February,336,424.71,142702.56,LG,2000-02-19
P14690,Headphones,2000,February,426,998.51,425365.26,Samsung,2000-02-19
P10712,Gaming Console,2000,February,339,1491.31,505554.09,Nvidia,2000-02-20
P08876,Laptop,2000,February,248,1194.07,296129.36,Lenovo,2000-02-21
P12548,Vacuum Cleaner,2000,February,7,1272.94,8910.58,Philips,2000-02-22
P05510,Smartphone,2000,February,254,925.3,235026.2,Google,2000-02-23
P04898,Monitor,2000,February,19,1094.02,20786.38,Dell,2000-02-23
P05816,Smart Speaker,2000,February,319,2809.05,896086.95,Google,2000-02-25
P15608,Headphones,2000,February,470,1983.31,932155.7,Sony,2000-02-25
P00920,Smart Speaker,2000,February,128,1329.71,170202.88,Amazon,2000-02-25
P12242,Soundbar,2000,February,237,1508.97,357625.89,Panasonic,2000-02-26
P01838,Smartwatch,2000,February,175,1237.1,216492.5,Apple,2000-02-26
P15302,Smart TV,2000,February,87,1277.31,111125.97,Sony,2000-02-27
P06122,Laptop,2000,February,61,912.38,55655.18,HP,2000-02-27
P14384,Smartwatch,2000,February,372,1121.42,417168.24,Samsung,2000-02-27
P00308,Laptop,2000,February,493,2608.28,1285882.04,Acer,2000-02-28
P01532,Laptop,2000,February,434,2211.56,959817.04,Apple,2000-02-29
P15915,Gaming Console,2000,March,486,76.55,37203.3,Sony,2000-03-02
P03369,Headphones,2000,March,144,499.26,71893.44,Bose,2000-03-02
P02451,Tablet,2000,March,278,369.06,102598.68,Apple,2000-03-04
P16221,Digital Camera,2000,March,141,1960.15,276381.15,Sony,2000-03-04
P07959,Refrigerator,2000,March,213,1871.5,398629.5,LG,2000-03-05
P11937,Headphones,2000,March,341,370.56,126360.96,Panasonic,2000-03-05
P02145,Headphones,2000,March,77,2859.63,220191.51,Apple,2000-03-06
P10713,Gaming Console,2000,March,469,2493.56,1169479.64,Nvidia,2000-03-06
P00309,Laptop,2000,March,227,1221.63,277310.01,Acer,2000-03-06
P13161,Headphones,2000,March,297,2890.51,858481.47,Philips,2000-03-06
P08571,Smartphone,2000,March,331,2885.83,955209.73,LG,2000-03-07
P00003,Gaming Console,2000,March,122,510.18,62241.96,AMD,2000-03-07
P00921,Smart Speaker,2000,March,362,1696.22,614031.64,Amazon,2000-03-08
P05511,Smartphone,2000,March,403,80.57,32469.71,Google,2000-03-08
P03063,Vacuum Cleaner,2000,March,304,1274.71,387511.84,Beko,2000-03-09
P16527,Soundbar,2000,March,477,2689.71,1282991.67,Sony,2000-03-09
P12855,Coffee Maker,2000,March,211,1003.54,211746.94,Philips,2000-03-10
P13773,Smart TV,2000,March,240,1977.08,474499.2,Samsung,2000-03-11
P04287,Digital Camera,2000,March,8,1307.04,10456.32,Canon,2000-03-11
P14691,Headphones,2000,March,67,2438.2,163359.4,Samsung,2000-03-11
P08877,Laptop,2000,March,141,2965.83,418182.03,Lenovo,2000-03-12
P09795,Gaming Console,2000,March,484,1118.98,541586.32,Microsoft,2000-03-12
P08265,Headphones,2000,March,432,2482.66,1072509.12,LG,2000-03-12
P06735,Headphones,2000,March,438,549.35,240615.3,JBL,2000-03-13
P06429,Monitor,2000,March,68,1314.51,89386.68,HP,2000-03-13
P01227,Smartphone,2000,March,337,1938.59,653304.83,Apple,2000-03-13
P12549,Vacuum Cleaner,2000,March,189,2159.02,408054.78,Philips,2000-03-14
P05817,Smart Speaker,2000,March,367,2648.21,971893.07,Google,2000-03-16
P10101,Coffee Maker,2000,March,221,2069.68,457399.28,Nestle,2000-03-16
P11325,Digital Camera,2000,March,478,2380.99,1138113.22,Panasonic,2000-03-16
P11631,Coffee Maker,2000,March,399,2919.2,1164760.8,Panasonic,2000-03-17
P04593,Laptop,2000,March,298,1584.24,472103.52,Dell,2000-03-17
P03981,Soundbar,2000,March,110,1254.3,137973.0,Bose,2000-03-17
P00615,Monitor,2000,March,72,1420.57,102281.04,Acer,2000-03-17
P06123,Laptop,2000,March,41,2060.47,84479.27,HP,2000-03-18
P07041,Smart Speaker,2000,March,290,1294.62,375439.8,JBL,2000-03-18
P04899,Monitor,2000,March,423,970.4,410479.2,Dell,2000-03-20
P11019,Smart TV,2000,March,463,951.38,440488.94,Panasonic,2000-03-21
P02757,Refrigerator,2000,March,199,617.85,122952.15,Beko,2000-03-21
P13467,Smartphone,2000,March,469,1562.51,732817.19,Samsung,2000-03-22
P14079,Refrigerator,2000,March,376,576.22,216658.72,Samsung,2000-03-22
P07653,Smart TV,2000,March,1,1730.5,1730.5,LG,2000-03-25
P14385,Smartwatch,2000,March,249,1740.05,433272.45,Samsung,2000-03-25
P14997,Vacuum Cleaner,2000,March,465,1682.09,782171.85,Samsung,2000-03-26
P01533,Laptop,2000,March,161,2034.97,327630.17,Apple,2000-03-26
P10407,Gaming Console,2000,March,228,2621.42,597683.76,Nintendo,2000-03-27
P12243,Soundbar,2000,March,279,507.9,141704.1,Panasonic,2000-03-27
P15609,Headphones,2000,March,370,101.23,37455.1,Sony,2000-03-28
P07347,Soundbar,2000,March,354,1932.04,683942.16,JBL,2000-03-28
P03675,Smart Speaker,2000,March,327,372.6,121840.2,Bose,2000-03-28
P15303,Smart TV,2000,March,471,1584.3,746205.3,Sony,2000-03-28
P09183,Tablet,2000,March,328,2946.25,966370.0,Lenovo,2000-03-30
P09489,Laptop,2000,March,127,613.58,77924.66,Microsoft,2000-03-30
P05205,Vacuum Cleaner,2000,March,193,2738.21,528474.53,Dyson,2000-03-30
P01839,Smartwatch,2000,March,434,2691.91,1168288.94,Apple,2000-03-31
P15304,Smart TV,2000,April,133,677.8,90147.4,Sony,2000-04-01
P13468,Smartphone,2000,April,327,2600.62,850402.74,Samsung,2000-04-01
P01228,Smartphone,2000,April,352,759.13,267213.76,Apple,2000-04-01
P02146,Headphones,2000,April,392,848.33,332545.36,Apple,2000-04-03
P16528,Soundbar,2000,April,31,2805.06,86956.86,Sony,2000-04-04
P06124,Laptop,2000,April,449,677.24,304080.76,HP,2000-04-04
P14692,Headphones,2000,April,390,2083.69,812639.1,Samsung,2000-04-06
P14386,Smartwatch,2000,April,336,1585.67,532785.12,Samsung,2000-04-06
P04900,Monitor,2000,April,401,2617.68,1049689.68,Dell,2000-04-07
P12856,Coffee Maker,2000,April,380,2401.46,912554.8,Philips,2000-04-07
P13162,Headphones,2000,April,414,413.13,171035.82,Philips,2000-04-08
P00922,Smart Speaker,2000,April,129,2238.05,288708.45,Amazon,2000-04-08
P08878,Laptop,2000,April,368,1329.62,489300.16,Lenovo,2000-04-09
P03064,Vacuum Cleaner,2000,April,304,603.21,183375.84,Beko,2000-04-09
P16222,Digital Camera,2000,April,355,2826.48,1003400.4,Sony,2000-04-09
P15610,Headphones,2000,April,13,343.95,4471.35,Sony,2000-04-11
P00004,Gaming Console,2000,April,459,2605.22,1195795.98,AMD,2000-04-11
P07348,Soundbar,2000,April,485,1114.87,540711.95,JBL,2000-04-12
P03370,Headphones,2000,April,419,1311.15,549371.85,Bose,2000-04-13
P14080,Refrigerator,2000,April,494,2342.62,1157254.28,Samsung,2000-04-13
P11632,Coffee Maker,2000,April,11,2802.83,30831.13,Panasonic,2000-04-14
P11326,Digital Camera,2000,April,244,834.17,203537.48,Panasonic,2000-04-14
P14998,Vacuum Cleaner,2000,April,219,2209.96,483981.24,Samsung,2000-04-14
P09184,Tablet,2000,April,275,80.1,22027.5,Lenovo,2000-04-14
P10408,Gaming Console,2000,April,239,2264.83,541294.37,Nintendo,2000-04-14
P04288,Digital Camera,2000,April,476,522.95,248924.2,Canon,2000-04-15
P05206,Vacuum Cleaner,2000,April,32,662.86,21211.52,Dyson,2000-04-15
P08572,Smartphone,2000,April,275,2951.39,811632.25,LG,2000-04-15
P09490,Laptop,2000,April,248,638.96,158462.08,Microsoft,2000-04-15
P07960,Refrigerator,2000,April,209,579.64,121144.76,LG,2000-04-17
P01534,Laptop,2000,April,94,2856.9,268548.6,Apple,2000-04-18
P03982,Soundbar,2000,April,66,2206.75,145645.5,Bose,2000-04-19
P04594,Laptop,2000,April,25,1286.79,32169.75,Dell,2000-04-19
P02452,Tablet,2000,April,123,1861.69,228987.87,Apple,2000-04-20
P06430,Monitor,2000,April,438,2310.36,1011937.68,HP,2000-04-20
P02758,Refrigerator,2000,April,200,2737.81,547562.0,Beko,2000-04-21
P06736,Headphones,2000,April,302,1279.17,386309.34,JBL,2000-04-21
P11938,Headphones,2000,April,18,2673.33,48119.94,Panasonic,2000-04-22
P03676,Smart Speaker,2000,April,493,1043.7,514544.1,Bose,2000-04-22
P05512,Smartphone,2000,April,111,1211.96,134527.56,Google,2000-04-23
P13774,Smart TV,2000,April,388,2366.55,918221.4,Samsung,2000-04-23
P01840,Smartwatch,2000,April,132,975.94,128824.08,Apple,2000-04-23
P12550,Vacuum Cleaner,2000,April,403,2009.33,809759.99,Philips,2000-04-24
P00310,Laptop,2000,April,119,1162.99,138395.81,Acer,2000-04-25
P10102,Coffee Maker,2000,April,485,1254.84,608597.4,Nestle,2000-04-25
P11020,Smart TV,2000,April,335,1778.84,595911.4,Panasonic,2000-04-26
P05818,Smart Speaker,2000,April,180,1712.24,308203.2,Google,2000-04-26
P07654,Smart TV,2000,April,2,1413.89,2827.78,LG,2000-04-27
P10714,Gaming Console,2000,April,102,922.06,94050.12,Nvidia,2000-04-28
P09796,Gaming Console,2000,April,242,2580.99,624599.58,Microsoft,2000-04-28
P12244,Soundbar,2000,April,426,556.71,237158.46,Panasonic,2000-04-28
P08266,Headphones,2000,April,335,1918.62,642737.7,LG,2000-04-28
P07042,Smart Speaker,2000,April,484,2104.22,1018442.48,JBL,2000-04-29
P00616,Monitor,2000,April,320,1216.86,389395.2,Acer,2000-04-30
P15916,Gaming Console,2000,April,478,983.39,470060.42,Sony,2000-04-30
P14387,Smartwatch,2000,May,111,1315.03,145968.33,Samsung,2000-05-02
P00923,Smart Speaker,2000,May,449,869.81,390544.69,Amazon,2000-05-03
P15917,Gaming Console,2000,May,366,483.19,176847.54,Sony,2000-05-04
P00005,Gaming Console,2000,May,360,2138.81,769971.6,AMD,2000-05-04
P06737,Headphones,2000,May,400,2176.22,870488.0,JBL,2000-05-05
P11939,Headphones,2000,May,127,2403.9,305295.3,Panasonic,2000-05-05
P08573,Smartphone,2000,May,445,353.3,157218.5,LG,2000-05-06
P13163,Headphones,2000,May,96,2009.4,192902.4,Philips,2000-05-06
P09797,Gaming Console,2000,May,207,547.48,113328.36,Microsoft,2000-05-08
P15611,Headphones,2000,May,446,1719.24,766781.04,Sony,2000-05-09
P00311,Laptop,2000,May,39,1000.13,39005.07,Acer,2000-05-10
P10409,Gaming Console,2000,May,376,2051.06,771198.56,Nintendo,2000-05-10
P01535,Laptop,2000,May,338,2425.02,819656.76,Apple,2000-05-10
P11327,Digital Camera,2000,May,408,2128.07,868252.56,Panasonic,2000-05-11
P14081,Refrigerator,2000,May,276,2457.58,678292.08,Samsung,2000-05-11
P14999,Vacuum Cleaner,2000,May,401,1273.48,510665.48,Samsung,2000-05-12
P05819,Smart Speaker,2000,May,24,1619.32,38863.68,Google,2000-05-13
P12245,Soundbar,2000,May,129,2583.19,333231.51,Panasonic,2000-05-13
P11633,Coffee Maker,2000,May,39,1313.87,51240.93,Panasonic,2000-05-14
P04289,Digital Camera,2000,May,254,738.09,187474.86,Canon,2000-05-14
P06125,Laptop,2000,May,182,852.65,155182.3,HP,2000-05-15
P00617,Monitor,2000,May,95,2179.57,207059.15,Acer,2000-05-15
P10103,Coffee Maker,2000,May,4,2608.13,10432.52,Nestle,2000-05-16
P04901,Monitor,2000,May,163,1008.16,164330.08,Dell,2000-05-16
P06431,Monitor,2000,May,32,1718.4,54988.8,HP,2000-05-17
P15305,Smart TV,2000,May,318,2545.31,809408.58,Sony,2000-05-17
P13775,Smart TV,2000,May,408,2690.69,1097801.52,Samsung,2000-05-17
P09185,Tablet,2000,May,134,140.34,18805.56,Lenovo,2000-05-17
P16223,Digital Camera,2000,May,367,397.69,145952.23,Sony,2000-05-17
P12857,Coffee Maker,2000,May,34,1104.06,37538.04,Philips,2000-05-18
P07043,Smart Speaker,2000,May,71,2387.84,169536.64,JBL,2000-05-18
P07655,Smart TV,2000,May,138,381.7,52674.6,LG,2000-05-19
P08879,Laptop,2000,May,357,945.03,337375.71,Lenovo,2000-05-21
P11021,Smart TV,2000,May,148,2882.52,426612.96,Panasonic,2000-05-21
P02453,Tablet,2000,May,51,615.62,31396.62,Apple,2000-05-21
P14693,Headphones,2000,May,121,2736.55,331122.55,Samsung,2000-05-22
P08267,Headphones,2000,May,397,2428.87,964261.39,LG,2000-05-23
P01841,Smartwatch,2000,May,368,851.32,313285.76,Apple,2000-05-23
P07961,Refrigerator,2000,May,342,1060.44,362670.48,LG,2000-05-24
P13469,Smartphone,2000,May,367,327.71,120269.57,Samsung,2000-05-24
P16529,Soundbar,2000,May,199,2222.83,442343.17,Sony,2000-05-24
P04595,Laptop,2000,May,24,890.32,21367.68,Dell,2000-05-24
P10715,Gaming Console,2000,May,485,2570.54,1246711.9,Nvidia,2000-05-24
P07349,Soundbar,2000,May,239,1030.39,246263.21,JBL,2000-05-25
P03065,Vacuum Cleaner,2000,May,372,319.71,118932.12,Beko,2000-05-25
P02147,Headphones,2000,May,340,1449.58,492857.2,Apple,2000-05-26
P05513,Smartphone,2000,May,177,1989.9,352212.3,Google,2000-05-27
P12551,Vacuum Cleaner,2000,May,61,133.15,8122.15,Philips,2000-05-28
P03983,Soundbar,2000,May,403,556.54,224285.62,Bose,2000-05-28
P09491,Laptop,2000,May,283,2048.43,579705.69,Microsoft,2000-05-28
P05207,Vacuum Cleaner,2000,May,351,2620.0,919620.0,Dyson,2000-05-29
P03677,Smart Speaker,2000,May,444,2590.28,1150084.32,Bose,2000-05-30
P03371,Headphones,2000,May,85,1042.11,88579.35,Bose,2000-05-31
P02759,Refrigerator,2000,May,341,2292.1,781606.1,Beko,2000-05-31
P01229,Smartphone,2000,May,294,805.34,236769.96,Apple,2000-05-31
P06432,Monitor,2000,June,447,103.69,46349.43,HP,2000-06-01
P03372,Headphones,2000,June,456,890.49,406063.44,Bose,2000-06-02
P00924,Smart Speaker,2000,June,224,2645.46,592583.04,Amazon,2000-06-03
P13776,Smart TV,2000,June,475,2052.48,974928.0,Samsung,2000-06-04
P01230,Smartphone,2000,June,13,2916.02,37908.26,Apple,2000-06-05
P11328,Digital Camera,2000,June,446,1406.94,627495.24,Panasonic,2000-06-05
P09492,Laptop,2000,June,347,2751.86,954895.42,Microsoft,2000-06-05
P00312,Laptop,2000,June,86,1016.12,87386.32,Acer,2000-06-07
P08268,Headphones,2000,June,456,1016.79,463656.24,LG,2000-06-08
P10410,Gaming Console,2000,June,264,2863.81,756045.84,Nintendo,2000-06-09
P13164,Headphones,2000,June,317,2751.43,872203.31,Philips,2000-06-11
P14082,Refrigerator,2000,June,213,2200.23,468648.99,Samsung,2000-06-11
P07044,Smart Speaker,2000,June,339,328.22,111266.58,JBL,2000-06-11
P00618,Monitor,2000,June,301,2283.32,687279.32,Acer,2000-06-11
P15000,Vacuum Cleaner,2000,June,392,1510.54,592131.68,Samsung,2000-06-12
P10716,Gaming Console,2000,June,167,817.25,136480.75,Nvidia,2000-06-13
P07962,Refrigerator,2000,June,226,764.84,172853.84,LG,2000-06-14
P04902,Monitor,2000,June,47,148.58,6983.26,Dell,2000-06-14
P06738,Headphones,2000,June,462,344.0,158928.0,JBL,2000-06-14
P08574,Smartphone,2000,June,336,1195.97,401845.92,LG,2000-06-14
P06126,Laptop,2000,June,207,2498.91,517274.37,HP,2000-06-15
P05208,Vacuum Cleaner,2000,June,270,2612.83,705464.1,Dyson,2000-06-15
P02454,Tablet,2000,June,19,1053.01,20007.19,Apple,2000-06-16
P15612,Headphones,2000,June,427,2940.64,1255653.28,Sony,2000-06-16
P07656,Smart TV,2000,June,141,180.52,25453.32,LG,2000-06-16
P09798,Gaming Console,2000,June,243,2788.28,677552.04,Microsoft,2000-06-17
P10104,Coffee Maker,2000,June,465,1912.85,889475.25,Nestle,2000-06-17
P16224,Digital Camera,2000,June,74,1620.07,119885.18,Sony,2000-06-19
P02148,Headphones,2000,June,85,126.14,10721.9,Apple,2000-06-19
P14388,Smartwatch,2000,June,402,1545.25,621190.5,Samsung,2000-06-19
P08880,Laptop,2000,June,425,1502.79,638685.75,Lenovo,2000-06-19
P09186,Tablet,2000,June,389,695.58,270580.62,Lenovo,2000-06-19
P01536,Laptop,2000,June,164,2801.5,459446.0,Apple,2000-06-19
P04596,Laptop,2000,June,434,1617.43,701964.62,Dell,2000-06-19
P02760,Refrigerator,2000,June,264,2539.0,670296.0,Beko,2000-06-20
P11634,Coffee Maker,2000,June,42,627.76,26365.92,Panasonic,2000-06-20
P12246,Soundbar,2000,June,168,1180.29,198288.72,Panasonic,2000-06-21
P15918,Gaming Console,2000,June,106,1755.62,186095.72,Sony,2000-06-21
P07350,Soundbar,2000,June,21,1623.55,34094.55,JBL,2000-06-22
P00006,Gaming Console,2000,June,309,2911.23,899570.07,AMD,2000-06-22
P03678,Smart Speaker,2000,June,309,264.1,81606.9,Bose,2000-06-24
P12858,Coffee Maker,2000,June,138,1521.28,209936.64,Philips,2000-06-24
P01842,Smartwatch,2000,June,66,594.67,39248.22,Apple,2000-06-25
P03984,Soundbar,2000,June,112,905.46,101411.52,Bose,2000-06-25
P03066,Vacuum Cleaner,2000,June,403,2681.03,1080455.09,Beko,2000-06-25
P13470,Smartphone,2000,June,154,2160.29,332684.66,Samsung,2000-06-26
P11022,Smart TV,2000,June,233,2923.67,681215.11,Panasonic,2000-06-26
P11940,Headphones,2000,June,213,1816.69,386954.97,Panasonic,2000-06-27
P14694,Headphones,2000,June,253,1905.73,482149.69,Samsung,2000-06-27
P05820,Smart Speaker,2000,June,459,2387.04,1095651.36,Google,2000-06-28
P04290,Digital Camera,2000,June,115,140.79,16190.85,Canon,2000-06-29
P05514,Smartphone,2000,June,443,1697.26,751886.18,Google,2000-06-29
P15306,Smart TV,2000,June,451,1199.84,541127.84,Sony,2000-06-29
P12552,Vacuum Cleaner,2000,June,45,1978.25,89021.25,Philips,2000-06-30
P16530,Soundbar,2000,June,58,942.38,54658.04,Sony,2000-06-30
P07045,Smart Speaker,2000,July,419,2950.61,1236305.59,JBL,2000-07-01
P00925,Smart Speaker,2000,July,491,967.24,474914.84,Amazon,2000-07-02
P15613,Headphones,2000,July,288,277.81,80009.28,Sony,2000-07-02
P14389,Smartwatch,2000,July,292,1069.08,312171.36,Samsung,2000-07-03
P03679,Smart Speaker,2000,July,113,677.91,76603.83,Bose,2000-07-05
P11635,Coffee Maker,2000,July,5,1551.24,7756.2,Panasonic,2000-07-06
P08881,Laptop,2000,July,307,2147.81,659377.67,Lenovo,2000-07-08
P13777,Smart TV,2000,July,346,665.28,230186.88,Samsung,2000-07-08
P02149,Headphones,2000,July,343,1585.33,543768.19,Apple,2000-07-08
P10411,Gaming Console,2000,July,429,432.93,185726.97,Nintendo,2000-07-09
P15001,Vacuum Cleaner,2000,July,460,2630.73,1210135.8,Samsung,2000-07-10
P13165,Headphones,2000,July,388,2661.56,1032685.28,Philips,2000-07-11
P11329,Digital Camera,2000,July,475,800.45,380213.75,Panasonic,2000-07-11
P00007,Gaming Console,2000,July,414,676.4,280029.6,AMD,2000-07-12
P00313,Laptop,2000,July,25,2677.06,66926.5,Acer,2000-07-12
P13471,Smartphone,2000,July,495,604.65,299301.75,Samsung,2000-07-13
P01537,Laptop,2000,July,174,1222.47,212709.78,Apple,2000-07-13
P15919,Gaming Console,2000,July,120,2395.18,287421.6,Sony,2000-07-13
P12247,Soundbar,2000,July,494,1416.89,699943.66,Panasonic,2000-07-14
P04597,Laptop,2000,July,53,2384.49,126377.97,Dell,2000-07-14
P04903,Monitor,2000,July,103,1378.63,141998.89,Dell,2000-07-14
P11941,Headphones,2000,July,48,2750.96,132046.08,Panasonic,2000-07-14
P03067,Vacuum Cleaner,2000,July,336,1016.85,341661.6,Beko,2000-07-15
P09493,Laptop,2000,July,397,587.76,233340.72,Microsoft,2000-07-15
P15307,Smart TV,2000,July,300,2284.11,685233.0,Sony,2000-07-16
P03373,Headphones,2000,July,450,582.88,262296.0,Bose,2000-07-16
P07657,Smart TV,2000,July,312,2133.38,665614.56,LG,2000-07-18
P06433,Monitor,2000,July,199,2843.34,565824.66,HP,2000-07-19
P11023,Smart TV,2000,July,153,1474.93,225664.29,Panasonic,2000-07-19
